33.24, 0.14, 33.33, 0.27, 33.33, 0, 0, 0
30.22, 0.21, 33.33, 0.27, 33.33, 0, 0, 100
31.80, 0.21, 33.33, 0.27, 33.33, 0, 0, 200
30.61, 0.24, 33.33, 0.27, 33.33, 0, 0, 300
33.03, 0.23, 33.33, 0.27, 33.33, 0, 0, 400
32.82, 0.23, 33.33, 0.27, 33.33, 0, 0, 500
33.24, 0.24, 33.33, 0.27, 33.33, 0, 0, 600
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 700
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 800
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 901
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 1001
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 1101
34.10, 0.24, 33.33, 0.27, 33.33, 0, 0, 1201
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 1301
32.62, 0.24, 33.33, 0.27, 33.33, 0, 0, 1401
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 1501
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 1601
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 1701
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 1801
33.46, 0.24, 33.33, 0.27, 33.33, 0, 0, 1901
33.24, 0.24, 33.33, 0.27, 33.33, 0, 0, 2001
33.46, 0.24, 33.33, 0.27, 33.33, 0, 0, 2101
33.46, 0.24, 33.33, 0.27, 33.33, 0, 0, 2201
34.32, 0.24, 33.33, 0.27, 33.33, 0, 0, 2301
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 2401
34.76, 0.24, 33.33, 0.27, 33.33, 0, 0, 2501
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 2601
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 2701
34.32, 0.24, 33.33, 0.27, 33.33, 0, 0, 2801
34.32, 0.24, 33.33, 0.27, 33.33, 0, 0, 2901
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 3001
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 3101
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 3201
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 3301
33.24, 0.24, 33.33, 0.27, 33.33, 0, 0, 3401
32.41, 0.24, 33.33, 0.27, 33.33, 0, 0, 3501
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 3601
32.62, 0.24, 33.33, 0.27, 33.33, 0, 0, 3701
32.00, 0.24, 33.33, 0.27, 33.33, 0, 0, 3801
32.62, 0.24, 33.33, 0.27, 33.33, 0, 0, 3901
32.20, 0.24, 33.33, 0.27, 33.33, 0, 0, 4001
32.41, 0.24, 33.33, 0.27, 33.33, 0, 0, 4101
32.00, 0.24, 33.33, 0.27, 33.33, 0, 0, 4201
31.39, 0.24, 33.33, 0.27, 33.33, 0, 0, 4301
32.62, 0.24, 33.33, 0.27, 33.33, 0, 0, 4401
32.00, 0.24, 33.33, 0.27, 33.33, 0, 0, 4501
32.41, 0.24, 33.33, 0.27, 33.33, 0, 0, 4601
33.89, 0.24, 33.33, 0.27, 33.33, 0, 0, 4701
31.39, 0.24, 33.33, 0.27, 33.33, 0, 0, 4801
33.89, 0.24, 33.33, 0.27, 33.33, 0, 0, 4901
34.32, 0.24, 33.33, 0.27, 33.33, 0, 0, 5001
33.89, 0.24, 33.33, 0.27, 33.33, 0, 0, 5101
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 5201
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 5301
34.99, 0.24, 33.33, 0.27, 33.33, 0, 0, 5401
34.76, 0.24, 33.33, 0.27, 33.33, 0, 0, 5501
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 5601
33.46, 0.24, 33.33, 0.27, 33.33, 0, 0, 5701
33.24, 0.24, 33.33, 0.27, 33.33, 0, 0, 5801
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 5901
34.32, 0.24, 33.33, 0.27, 33.33, 0, 0, 6001
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 6101
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 6201
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 6301
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 6401
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 6501
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 6601
33.89, 0.24, 33.33, 0.27, 33.33, 0, 0, 6701
34.76, 0.24, 33.33, 0.27, 33.33, 0, 0, 6801
33.46, 0.24, 33.33, 0.27, 33.33, 0, 0, 6901
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 7001
34.76, 0.24, 33.33, 0.27, 33.33, 0, 0, 7101
33.67, 0.24, 33.33, 0.27, 33.33, 0, 0, 7201
34.99, 0.24, 33.33, 0.27, 33.33, 0, 0, 7301
34.99, 0.24, 33.33, 0.27, 33.33, 0, 0, 7401
34.99, 0.24, 33.33, 0.27, 33.33, 0, 0, 7501
34.99, 0.24, 33.33, 0.27, 33.33, 0, 0, 7601
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 7701
34.54, 0.24, 33.33, 0.27, 33.33, 0, 0, 7801
33.24, 0.24, 33.33, 0.27, 33.33, 0, 0, 7901
32.82, 0.24, 33.33, 0.27, 33.33, 0, 0, 8001
33.03, 0.24, 33.33, 0.27, 33.33, 0, 0, 8101
32.62, 0.24, 33.33, 0.27, 33.33, 0, 0, 8201
32.20, 0.24, 33.33, 0.27, 33.33, 0, 0, 8301
33.24, 0.24, 33.33, 0.27, 33.33, 0, 0, 8401
32.41, 0.24, 33.33, 0.27, 33.33, 0, 0, 8501
32.00, 0.24, 33.33, 0.27, 33.33, 0, 0, 8601
32.41, 0.24, 33.33, 0.27, 33.33, 0, 0, 8701
32.00, 0.24, 33.33, 0.27, 33.33, 0, 0, 8801
31.59, 0.24, 33.33, 0.27, 33.33, 0, 0, 8901
