34.10, 0.25, 33.33, 0.27, 33.33, 0, 1, 0
24.08, 0.34, 33.33, 0.27, 33.33, 0, 1, 100
35.67, 0.26, 33.33, 0.27, 33.33, 0, 1, 200
32.00, 0.27, 33.33, 0.27, 33.33, 0, 1, 300
33.67, 0.27, 33.33, 0.27, 33.33, 0, 1, 400
34.10, 0.27, 33.33, 0.27, 33.33, 0, 1, 500
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 600
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 700
34.32, 0.27, 33.33, 0.27, 33.33, 0, 1, 801
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 901
34.32, 0.27, 33.33, 0.27, 33.33, 0, 1, 1001
33.46, 0.27, 33.33, 0.27, 33.33, 0, 1, 1101
33.67, 0.27, 33.33, 0.27, 33.33, 0, 1, 1201
34.54, 0.27, 33.33, 0.27, 33.33, 0, 1, 1301
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 1401
33.67, 0.27, 33.33, 0.27, 33.33, 0, 1, 1501
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 1601
34.54, 0.27, 33.33, 0.27, 33.33, 0, 1, 1701
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 1801
34.32, 0.27, 33.33, 0.27, 33.33, 0, 1, 1901
34.54, 0.27, 33.33, 0.27, 33.33, 0, 1, 2001
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 2101
34.54, 0.27, 33.33, 0.27, 33.33, 0, 1, 2201
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 2301
34.10, 0.27, 33.33, 0.27, 33.33, 0, 1, 2401
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 2501
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 2601
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 2701
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 2801
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 2901
32.82, 0.27, 33.33, 0.27, 33.33, 0, 1, 3001
33.67, 0.27, 33.33, 0.27, 33.33, 0, 1, 3101
32.62, 0.27, 33.33, 0.27, 33.33, 0, 1, 3201
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 3301
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 3401
32.41, 0.27, 33.33, 0.27, 33.33, 0, 1, 3501
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 3601
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 3702
32.41, 0.27, 33.33, 0.27, 33.33, 0, 1, 3802
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 3902
32.82, 0.27, 33.33, 0.27, 33.33, 0, 1, 4002
33.67, 0.27, 33.33, 0.27, 33.33, 0, 1, 4102
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 4202
34.32, 0.27, 33.33, 0.27, 33.33, 0, 1, 4302
32.82, 0.27, 33.33, 0.27, 33.33, 0, 1, 4402
34.32, 0.27, 33.33, 0.27, 33.33, 0, 1, 4502
32.82, 0.27, 33.33, 0.27, 33.33, 0, 1, 4602
34.10, 0.27, 33.33, 0.27, 33.33, 0, 1, 4702
32.82, 0.27, 33.33, 0.27, 33.33, 0, 1, 4802
32.62, 0.27, 33.33, 0.27, 33.33, 0, 1, 4902
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 5002
32.62, 0.27, 33.33, 0.27, 33.33, 0, 1, 5102
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 5202
34.10, 0.27, 33.33, 0.27, 33.33, 0, 1, 5302
32.20, 0.27, 33.33, 0.27, 33.33, 0, 1, 5402
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 5502
34.54, 0.27, 33.33, 0.27, 33.33, 0, 1, 5602
33.46, 0.27, 33.33, 0.27, 33.33, 0, 1, 5702
34.10, 0.27, 33.33, 0.27, 33.33, 0, 1, 5802
33.46, 0.27, 33.33, 0.27, 33.33, 0, 1, 5902
33.46, 0.27, 33.33, 0.27, 33.33, 0, 1, 6002
34.32, 0.27, 33.33, 0.27, 33.33, 0, 1, 6102
34.54, 0.27, 33.33, 0.27, 33.33, 0, 1, 6202
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 6302
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 6402
34.76, 0.27, 33.33, 0.27, 33.33, 0, 1, 6502
34.76, 0.27, 33.33, 0.27, 33.33, 0, 1, 6602
34.32, 0.27, 33.33, 0.27, 33.33, 0, 1, 6702
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 6802
33.89, 0.27, 33.33, 0.27, 33.33, 0, 1, 6902
33.03, 0.27, 33.33, 0.27, 33.33, 0, 1, 7002
32.82, 0.27, 33.33, 0.27, 33.33, 0, 1, 7102
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 7202
33.24, 0.27, 33.33, 0.27, 33.33, 0, 1, 7302
