24.86, 0.64, 33.33, 0.23, 33.33, 1, 0, 0
27.57, 0.49, 33.33, 0.23, 33.33, 1, 0, 100
39.75, 0.34, 33.33, 0.23, 33.33, 1, 0, 200
32.04, 0.33, 33.33, 0.23, 33.33, 1, 0, 300
35.44, 0.32, 33.33, 0.23, 33.33, 1, 0, 400
35.89, 0.31, 33.33, 0.23, 33.33, 1, 0, 500
31.64, 0.31, 33.33, 0.23, 33.33, 1, 0, 600
35.00, 0.31, 33.33, 0.23, 33.33, 1, 0, 700
36.12, 0.31, 33.33, 0.23, 33.33, 1, 0, 800
34.77, 0.32, 33.33, 0.23, 33.33, 1, 0, 900
36.59, 0.30, 33.33, 0.23, 33.33, 1, 0, 1000
37.05, 0.30, 33.33, 0.23, 33.33, 1, 0, 1100
35.22, 0.31, 33.33, 0.23, 33.33, 1, 0, 1200
37.05, 0.29, 33.33, 0.23, 33.33, 1, 0, 1300
36.59, 0.30, 33.33, 0.23, 33.33, 1, 0, 1400
35.67, 0.31, 33.33, 0.23, 33.33, 1, 0, 1500
36.59, 0.30, 33.33, 0.23, 33.33, 1, 0, 1600
35.44, 0.31, 33.33, 0.23, 33.33, 1, 0, 1700
36.35, 0.30, 33.33, 0.23, 33.33, 1, 0, 1800
36.12, 0.30, 33.33, 0.23, 33.33, 1, 0, 1900
35.00, 0.31, 33.33, 0.23, 33.33, 1, 0, 2000
35.67, 0.30, 33.33, 0.23, 33.33, 1, 0, 2100
34.55, 0.31, 33.33, 0.23, 33.33, 1, 0, 2200
35.00, 0.31, 33.33, 0.23, 33.33, 1, 0, 2300
34.12, 0.31, 33.33, 0.23, 33.33, 1, 0, 2400
35.00, 0.31, 33.33, 0.23, 33.33, 1, 0, 2500
35.00, 0.31, 33.33, 0.23, 33.33, 1, 0, 2600
33.27, 0.31, 33.33, 0.23, 33.33, 1, 0, 2700
34.12, 0.31, 33.33, 0.23, 33.33, 1, 0, 2800
34.77, 0.31, 33.33, 0.23, 33.33, 1, 0, 2900
33.27, 0.31, 33.33, 0.23, 33.33, 1, 0, 3000
34.12, 0.31, 33.33, 0.23, 33.33, 1, 0, 3100
33.69, 0.31, 33.33, 0.23, 33.33, 1, 0, 3200
32.44, 0.31, 33.33, 0.23, 33.33, 1, 0, 3300
33.91, 0.31, 33.33, 0.23, 33.33, 1, 0, 3400
33.27, 0.31, 33.33, 0.23, 33.33, 1, 0, 3500
32.04, 0.31, 33.33, 0.23, 33.33, 1, 0, 3600
32.85, 0.31, 33.33, 0.23, 33.33, 1, 0, 3700
32.85, 0.31, 33.33, 0.23, 33.33, 1, 0, 3800
32.24, 0.31, 33.33, 0.23, 33.33, 1, 0, 3900
32.44, 0.31, 33.33, 0.23, 33.33, 1, 0, 4000
32.04, 0.31, 33.33, 0.23, 33.33, 1, 0, 4100
31.24, 0.31, 33.33, 0.23, 33.33, 1, 0, 4200
31.84, 0.31, 33.33, 0.23, 33.33, 1, 0, 4300
31.64, 0.31, 33.33, 0.23, 33.33, 1, 0, 4400
30.85, 0.32, 33.33, 0.23, 33.33, 1, 0, 4500
